nombre,categoria,direccion,ciudad,pais,telefono,sitio_web,email,rating,total_reviews,google_maps_url,tiene_web,tiene_telefono,prioridad
Komdori Market Retiro,Tienda de alimentación,"Esmeralda 1018, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 9 11 7833-0505,http://www.instagram.com/komdori.market,,4.8,96,https://www.google.com/maps/search/?api=1&query=Komdori%20Market%20Retiro&query_place_id=ChIJPfxLCgrLvJURXITeBrglLM4,Sí,Sí,MEDIA
SANTESTEBAN calzados y accesorios de cuero exclusivos en Recoleta Buenos Aires.,Zapatería,"Av. Alvear 1862, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 5523-1100,https://www.santesteban.net/,,4.2,94,https://www.google.com/maps/search/?api=1&query=SANTESTEBAN%20calzados%20y%20accesorios%20de%20cuero%20exclusivos%20en%20Recoleta%20Buenos%20Aires.&query_place_id=ChIJycEsY6PKvJURgUszCZVBdDo,Sí,Sí,MEDIA
SABRINA,Tienda de ropa de mujer,"Av. Sta. Fe 2210, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 4553-4601,https://www.sabrina.com.ar/,,4.3,91,https://www.google.com/maps/search/?api=1&query=SABRINA&query_place_id=ChIJMY7x55bKvJURKKyQkwQQHiQ,Sí,Sí,MEDIA
Tomás Accesorios,Tienda de accesorios de moda,"Lavalle 2184, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 4022-9255,http://www.tomasaccesorios.com.ar/,,4.4,90,https://www.google.com/maps/search/?api=1&query=Tom%C3%A1s%20Accesorios&query_place_id=ChIJr3xOR-vKvJUR2ehARIXrNiM,Sí,Sí,MEDIA
Tienda de Bebes | Magic baby,Tienda de ropa,"Cra 68 #95-68, Medellín, Castilla, Medellín, Antioquia","Medellín, Castilla, Medellín",CO,+57 604 5060722,https://magicbabycol.com/,,4.5,83,https://www.google.com/maps/search/?api=1&query=Tienda%20de%20Bebes%20%7C%20Magic%20baby&query_place_id=ChIJsYdRHqsvRI4RRUPEbssvn4U,Sí,Sí,MEDIA
RAMIREZ,Tienda de ropa,"Ayacucho 1984, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 48049568,https://www.pabloramirez.com.ar/,,4.9,80,https://www.google.com/maps/search/?api=1&query=RAMIREZ&query_place_id=ChIJeTOJeqPKvJUREjQdLLiigeE,Sí,Sí,MEDIA
Ivonne,Tienda de ropa de mujer,"SANTA FÉ 333, Vasco de Quiroga 3800 Col. Antigua Mina de Totolapa, Cuajimalpa de Morelos, Ciudad de México, CDMX","Cuajimalpa de Morelos, Ciudad de México",MX,+52 55 5259 8992,https://www.ivonne.com/,,4.2,79,https://www.google.com/maps/search/?api=1&query=Ivonne&query_place_id=ChIJpZakCeEA0oURBN5i02uyhr0,Sí,Sí,MEDIA
joyería Kingdom,Joyería,"Libertad 324, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 2477-3869,https://www.instagram.com/joyeria.kingdom1?igsh=aGUxNXp3Y21vdmx1,,4.3,78,https://www.google.com/maps/search/?api=1&query=joyer%C3%ADa%20Kingdom&query_place_id=ChIJvZ6Y1PnLvJURJgXWZq3w9eI,Sí,Sí,MEDIA
Gerat Tlahuac,Tienda de ropa infantil,"Av. Tlahuac 8179-local D y E, Tláhuac, Ciudad de México, Cd. de México","Tláhuac, Ciudad de México",MX,+52 55 5842 7022,http://www.gerat.com.mx/,,4.4,74,https://www.google.com/maps/search/?api=1&query=Gerat%20Tlahuac&query_place_id=ChIJ36FH-7YczoURt6E5IhWWkpo,Sí,Sí,MEDIA
Joyeria Libertad y Sarmiento,Joyería,"Libertad 205, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 9 11 6170-0388,http://www.libertadysarmiento.com/,,4.4,74,https://www.google.com/maps/search/?api=1&query=Joyeria%20Libertad%20y%20Sarmiento&query_place_id=ChIJnVJbGszLvJURglf3y-mVtBA,Sí,Sí,MEDIA
CHVRE está Chido,Tienda de ropa,"Felipe Carrillo Puerto 414, Coyoacán, Ciudad de México, Cd. de México","Coyoacán, Ciudad de México",MX,+52 55 3924 4044,http://www.chevereestachido.com/,,4.1,72,https://www.google.com/maps/search/?api=1&query=CHVRE%20est%C3%A1%20Chido&query_place_id=ChIJid6A9wH_0YUR0_jneDmeN5I,Sí,Sí,MEDIA
"Olivares Group | Joyeria, Arte y Antigüedades",Comprador de joyas,"Av. Callao 1739, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 4813-0719,https://www.olivaresgroup.com/,,4.4,71,https://www.google.com/maps/search/?api=1&query=Olivares%20Group%20%7C%20Joyeria%2C%20Arte%20y%20Antig%C3%BCedades&query_place_id=ChIJfZrBRMnKvJURRPphXY_6xjM,Sí,Sí,MEDIA
Abastecer Seguridad S. A.,Tienda de ropa,"Uruguay 882, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 4813-9534,http://www.abastecerseguridad.com.ar/,,4,70,https://www.google.com/maps/search/?api=1&query=Abastecer%20Seguridad%20S.%20A.&query_place_id=ChIJKcdDmrjKvJURjLlW8-0VzoA,Sí,Sí,MEDIA
Capri Boutique,Tienda de ropa de mujer,"Laprida 1766, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 9 11 5615-8372,https://www.capriboutique.com.ar/,,5,67,https://www.google.com/maps/search/?api=1&query=Capri%20Boutique&query_place_id=ChIJzwSGCRvLvJURY65Jp59k3u8,Sí,Sí,MEDIA
Punto Sur - Indumentaria Independiente,Tienda de ropa de mujer,"Defensa 1135, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 4300-9320,https://feriapuntosur.com.ar/,,4.6,65,https://www.google.com/maps/search/?api=1&query=Punto%20Sur%20-%20Indumentaria%20Independiente&query_place_id=ChIJgz_BM9M0o5UR06TUnGvEcYo,Sí,Sí,MEDIA
Malust Brand | Sneakers Tenis,Tienda de ropa,"CL 78B #85a-30, Medellín, Robledo, Medellín, Antioquia","Medellín, Robledo, Medellín",CO,+57 311 7141226,https://instagram.com/malustbrand?utm_medium=copy_link,,5,63,https://www.google.com/maps/search/?api=1&query=Malust%20Brand%20%7C%20Sneakers%20Tenis&query_place_id=ChIJZYKokzQpRI4RMCtvFjxfAMM,Sí,Sí,MEDIA
Troppo Moda Lecumberri,Tienda de ropa de mujer,"Lecumberri 20-local 5, Cuauhtémoc, Ciudad de México, Cd. de México","Cuauhtémoc, Ciudad de México",MX,+52 56 1009 8796,http://www.troppomoda.com/,,4.1,61,https://www.google.com/maps/search/?api=1&query=Troppo%20Moda%20Lecumberri&query_place_id=ChIJdxXasDX50YURQlwfX0Ypb7s,Sí,Sí,MEDIA
Vian Joyas,Joyería,"Guido 1589, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 4813-9890,http://vianjoyas.com.ar/,,4.5,61,https://www.google.com/maps/search/?api=1&query=Vian%20Joyas&query_place_id=ChIJ7zsGnrvKvJURdCB_aT4DNq0,Sí,Sí,MEDIA
"Ropa Hermosa Mujer, Distribuidor mayorista - Ropa al por mayor - Mujer",Mercado mayorista de ropa,"carrera 10 #12-82 Edificio Olivares Bodega 602, Bogotá, Bogotá",Bogotá,CO,+57 315 3055929,https://www.ropahermosamujer.com/,,4.7,59,https://www.google.com/maps/search/?api=1&query=Ropa%20Hermosa%20Mujer%2C%20Distribuidor%20mayorista%20-%20Ropa%20al%20por%20mayor%20-%20Mujer&query_place_id=ChIJowrSSnOZP44RR4Ju0x1RU6Q,Sí,Sí,MEDIA
Helena Boutique,Tienda de ropa de mujer,"Av. Sta. Fe 1592 2C, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 9 11 7363-0515,https://shop.helena.com.ar/,,4.8,58,https://www.google.com/maps/search/?api=1&query=Helena%20Boutique&query_place_id=ChIJLTZ3vxvLvJURH_beOOucoDs,Sí,Sí,MEDIA
Victorias Company - Mayoristas Ropa Importada Femenina / Mujer - Envíos a todo el país,Tienda de ropa,"Cl. 9 # 20 29 Ofc 507, Bogotá, Bogotá",Bogotá,CO,+57 317 5135123,https://victoriascompany.co/,,4.6,58,https://www.google.com/maps/search/?api=1&query=Victorias%20Company%20-%20Mayoristas%20Ropa%20Importada%20Femenina%20%2F%20Mujer%20-%20Env%C3%ADos%20a%20todo%20el%20pa%C3%ADs&query_place_id=ChIJKYjoexKZP44RQBBMgQd-2uk,Sí,Sí,MEDIA
Gerat Infants Boutique Xochimilco,Tienda de ropa infantil,"Prol. División del Nte. 5662-local A, Xochimilco, Ciudad de México, Cd. de México","Xochimilco, Ciudad de México",MX,+52 55 5641 5030,http://www.gerat.com.mx/,,4.5,57,https://www.google.com/maps/search/?api=1&query=Gerat%20Infants%20Boutique%20Xochimilco&query_place_id=ChIJlc2Kd1ABzoURvisHTnDiSrs,Sí,Sí,MEDIA
Carter's,Tienda de ropa para bebés,"Calz Acoxpa 430, Tlalpan, Ciudad de México, Cd. de México","Tlalpan, Ciudad de México",MX,+52 55 4416 5342,https://www.carters.com/,,4.4,56,https://www.google.com/maps/search/?api=1&query=Carter's&query_place_id=ChIJodOfIa8BzoURSPt8hHl62tk,Sí,Sí,MEDIA
Parfois,Tienda de accesorios de moda,"Lomas de Santa Fe, Local 467 , Primer Nivel, Cuajimalpa de Morelos, Ciudad de México, CDMX","Cuajimalpa de Morelos, Ciudad de México",MX,+52 55 5257 0464,https://www.parfois.com/es/es,,4.4,56,https://www.google.com/maps/search/?api=1&query=Parfois&query_place_id=ChIJf8qS9ssA0oURPUICILmf0pU,Sí,Sí,MEDIA
Joyeria Alvear,Joyería,"Rodríguez Peña 1783, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 9 11 6281-7755,https://joyeriaalvear.com.ar/,,4.8,54,https://www.google.com/maps/search/?api=1&query=Joyeria%20Alvear&query_place_id=ChIJjWMXW7vKvJURk8gROY9OIQo,Sí,Sí,MEDIA
Verónica de la Canal,Tienda de ropa de mujer,"Vicente López 1756 3 A, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 3982-3856,http://veronicadelacanal.com/,,4.6,53,https://www.google.com/maps/search/?api=1&query=Ver%C3%B3nica%20de%20la%20Canal&query_place_id=ChIJN_eJIb3KvJURAGJaPFP6Eyw,Sí,Sí,MEDIA
Kayarall Alta Costura,Tienda de ropa,"Av. La Plata 149 Local 7, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 6001-1308,https://www.facebook.com/kayarallaltacostura/?fref=ts,,4.5,51,https://www.google.com/maps/search/?api=1&query=Kayarall%20Alta%20Costura&query_place_id=ChIJVVWlPFDKvJURMiAa5fpWGbA,Sí,Sí,MEDIA
Cristal Joyas,Joyería,"Vasco de Quiroga 3800-Local 237 Centro, Cuajimalpa de Morelos, Ciudad de México, Cd. de México","Cuajimalpa de Morelos, Ciudad de México",MX,+52 55 5259 1985,https://cristaljoyas.com/,,4.7,49,https://www.google.com/maps/search/?api=1&query=Cristal%20Joyas&query_place_id=ChIJhX2ocMkA0oURldEaOIKAd3Y,Sí,Sí,MEDIA
Tintorería y Sastrería Bosques Andador Interlomas,Zapatero,"Centro Comercial Andador Interlomas, Av. Jesús del Monte 271-Local PB-01, Cuajimalpa de Morelos, Ciudad de México, Cd. de México","Cuajimalpa de Morelos, Ciudad de México",MX,+52 55 5247 3171,https://www.tintoreriabosques.com/g/ai,,4.8,49,https://www.google.com/maps/search/?api=1&query=Tintorer%C3%ADa%20y%20Sastrer%C3%ADa%20Bosques%20Andador%20Interlomas&query_place_id=ChIJN6vk6dsG0oURux943iynt3U,Sí,Sí,MEDIA
Antonelli,Tienda de ropa de mujer,"Av. Callao 898, AAO, Cdad. Autónoma de Buenos Aires",AAO,AR,+54 11 4812-8132,https://www.instagram.com/antonelli.boutique/?hl=es#,,4.6,49,https://www.google.com/maps/search/?api=1&query=Antonelli&query_place_id=ChIJF_Iutr_KvJUREJrWWxV2I9E,Sí,Sí,MEDIA
Desierto Col SAS,Tienda de botas,"Cra. 48b, Bogotá, Cundinamarca",Bogotá,CO,+57 313 4007894,https://www.desierto.co/,,4.9,48,https://www.google.com/maps/search/?api=1&query=Desierto%20Col%20SAS&query_place_id=ChIJ0TIQocOfP44R0A388EhArXE,Sí,Sí,MEDIA
calzado nueva moda,Tienda de botas,"45 Sur, Cra. 78B #38, Bogotá, Bogotá",Bogotá,CO,+57 14521040,http://www.calzadonuevamoda.com/,,4.1,48,https://www.google.com/maps/search/?api=1&query=calzado%20nueva%20moda&query_place_id=ChIJUbmrC5meP44RbaCLc8TQ2ZM,Sí,Sí,MEDIA
OFFCORSS CENTRO MAYOR,Tienda de ropa infantil,"Cl. 38A Sur #34d-51 Local 2090, Bogotá, Bogotá",Bogotá,CO,+57 310 3157979,https://www.offcorss.com/,,4.2,48,https://www.google.com/maps/search/?api=1&query=OFFCORSS%20CENTRO%20MAYOR&query_place_id=ChIJTZYGBCWbP44RsZhmxsoqLNc,Sí,Sí,MEDIA
Corbatas Y Algo Más... Dibrunno Italy,Tienda de ropa de hombre,"Av. Corrientes 2141, AAD, Cdad. Autónoma de Buenos Aires",AAD,AR,+54 11 5634-4895,https://elmundodelascorbatas.mitiendanube.com/,,4.8,46,https://www.google.com/maps/search/?api=1&query=Corbatas%20Y%20Algo%20M%C3%A1s...%20Dibrunno%20Italy&query_place_id=ChIJDyG8quvKvJUR9Ajc27Bd8is,Sí,Sí,MEDIA
X-T,Tienda de accesorios de moda,"Pasteur 432, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 4951-8160,https://xtaccesorios.com.ar/,,4.3,46,https://www.google.com/maps/search/?api=1&query=X-T&query_place_id=ChIJWQP3ZevKvJURRnaGiRiiu4A,Sí,Sí,MEDIA
Boutique Infantil Angels,Tienda de ropa infantil,"Municipio Libre 120-Local 3, Benito Juárez, Ciudad de México, Cd. de México","Benito Juárez, Ciudad de México",MX,+52 55 7030 8999,http://facebook.com/boutiqueinfantil.angels/,,4.7,45,https://www.google.com/maps/search/?api=1&query=Boutique%20Infantil%20Angels&query_place_id=ChIJ18_-YDv_0YURpU5NfxTsbjM,Sí,Sí,MEDIA
Hi Darling Boutique,Boutique,"Plaza las Aguilas, Avenida de los Leones 145, Álvaro Obregón, Ciudad de México, Cd. de México","Álvaro Obregón, Ciudad de México",MX,+52 55 9039 6198,https://www.hidarling.com.mx/,,4.3,42,https://www.google.com/maps/search/?api=1&query=Hi%20Darling%20Boutique&query_place_id=ChIJB7HJqJAB0oUR38JljjnbC7U,Sí,Sí,MEDIA
MaxMara,Tienda de ropa de mujer,"Vasco de Quiroga 3850, Cuajimalpa de Morelos, Ciudad de México, Cd. de México","Cuajimalpa de Morelos, Ciudad de México",MX,+52 55 2167 8543,https://store.maxmara.com/?utm_source=GMB&utm_medium=link&utm_campaign=yext&utm_content=2901020&y_source=1_MTI1MTA4NzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,4.1,39,https://www.google.com/maps/search/?api=1&query=MaxMara&query_place_id=ChIJX2unpc4A0oUR5aODD5Q2bEY,Sí,Sí,MEDIA
Tienda Infantil Baby Love,Tienda de ropa para bebés,"Cl. 19 Sur #24 f 18, Bogotá, Cundinamarca",Bogotá,CO,+57 310 6980928,https://www.babylove.com.co/,,4.9,38,https://www.google.com/maps/search/?api=1&query=Tienda%20Infantil%20Baby%20Love&query_place_id=ChIJ8SNk4SCZP44RRv-rCGvxm94,Sí,Sí,MEDIA
Comptoir de Lou boutique de ropa,Tienda de ropa de mujer,"Jojutla 49, Cuauhtémoc, Ciudad de México, Cd. de México","Cuauhtémoc, Ciudad de México",MX,+52 55 3492 6079,http://lecomptoirdelou.com/,,5,36,https://www.google.com/maps/search/?api=1&query=Comptoir%20de%20Lou%20boutique%20de%20ropa&query_place_id=ChIJ3RfEjAr_0YURa1ZSu6lgVUE,Sí,Sí,MEDIA
ZII ROPA,Tienda de ropa,"Tabasco 61, Cuauhtémoc, Ciudad de México, Cd. de México","Cuauhtémoc, Ciudad de México",MX,+52 55 9039 2585,http://www.ziiropa.com/,,4.8,36,https://www.google.com/maps/search/?api=1&query=ZII%20ROPA&query_place_id=ChIJ_b4QKu3_0YUROFiBq0PmsrI,Sí,Sí,MEDIA
Old Skull Clothing Condesa- Tienda de Ropa Moda única y exclusiva. Clothing Store,Tienda de ropa,"Av. José Vasconcelos 172, Cuauhtémoc, Ciudad de México, Cd. de México","Cuauhtémoc, Ciudad de México",MX,+52 55 1698 0385,https://oldskullclothing.com/,,4.8,35,https://www.google.com/maps/search/?api=1&query=Old%20Skull%20Clothing%20Condesa-%20Tienda%20de%20Ropa%20Moda%20%C3%BAnica%20y%20exclusiva.%20Clothing%20Store&query_place_id=ChIJJwB17zj_0YURR1YzYnLjLHs,Sí,Sí,MEDIA
El Vestidor Rojiblanco Store,Tienda de deportes,"esquina con, Bernal diaz del castillo, Puente de Alvarado 5-local A2, Cuauhtémoc, Ciudad de México, CDMX","Cuauhtémoc, Ciudad de México",MX,+52 56 3349 8072,https://m.facebook.com/tiendadearticulosdeportivosenlaCDMX,,4.8,35,https://www.google.com/maps/search/?api=1&query=El%20Vestidor%20Rojiblanco%20Store&query_place_id=ChIJf-8YLOT50YURaclqZvvF0Cg,Sí,Sí,MEDIA
baby city (castilla),Tienda de ropa para bebés,"Cra 68 #94 42, Medellín, Castilla, Medellín, Antioquia","Medellín, Castilla, Medellín",CO,+57 300 5966422,https://linktr.ee/babycitymedellin,,4.7,35,https://www.google.com/maps/search/?api=1&query=baby%20city%20(castilla)&query_place_id=ChIJzX0QuTUpRI4RflPvbAXx22s,Sí,Sí,MEDIA
Las Juanas Night. Accesorios de moda en Recoleta,Tienda de accesorios de moda,"Libertad 1181, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 6475-4901,http://www.lasjuanasnight.com/,,4.3,34,https://www.google.com/maps/search/?api=1&query=Las%20Juanas%20Night.%20Accesorios%20de%20moda%20en%20Recoleta&query_place_id=ChIJteMcwbnKvJUR85vAEyt03sE,Sí,Sí,MEDIA
hooly boutique,Tienda de ropa de mujer,"Ak. 4 Este #20, Bogotá, Bogotá",Bogotá,CO,+57 321 2755887,https://instagram.com/hooly_boutique?igshid=YmMyMTA2M2Y=,,4.4,33,https://www.google.com/maps/search/?api=1&query=hooly%20boutique&query_place_id=ChIJ2ZjapXmZP44RfFB_D-hCZQk,Sí,Sí,MEDIA
GLOZZ JOYERÍA,Tienda de bisutería,"Carr. México - Toluca 5631, Cuajimalpa de Morelos, Ciudad de México, Cd. de México","Cuajimalpa de Morelos, Ciudad de México",MX,+52 55 4253 9908,https://glozz.mx/,,5,32,https://www.google.com/maps/search/?api=1&query=GLOZZ%20JOYER%C3%8DA&query_place_id=ChIJ__-vWzgH0oURjftN3B1W3Nw,Sí,Sí,MEDIA
Natzul Colombia,Tienda de ropa de mujer,"Cl. 19 Sur #18 - 50 local 5, Bogotá, Cundinamarca",Bogotá,CO,+57 312 4644255,http://www.natzul.com.co/,,4.8,32,https://www.google.com/maps/search/?api=1&query=Natzul%20Colombia&query_place_id=ChIJF7iSmkuZP44Rulw7Zayt5Tk,Sí,Sí,MEDIA
Tienda Íntima Fashion - Lencería Femenina,Tienda de ropa interior,"Dg. 66 Sur #80a Sur-41 Local 4, Bogotá, Cundinamarca",Bogotá,CO,+57 311 5581246,http://beacons.ai/menudecontactos_tiendaiintima,,4.9,32,https://www.google.com/maps/search/?api=1&query=Tienda%20%C3%8Dntima%20Fashion%20-%20Lencer%C3%ADa%20Femenina&query_place_id=ChIJjTFt50OeP44RuGzM1AZcDp4,Sí,Sí,MEDIA
Amatai Accesorios,Tienda de accesorios de moda,"Av. Sta. Fe 1845 6to A, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 9 11 2355-4046,http://www.amatai.com.ar/,,4.5,31,https://www.google.com/maps/search/?api=1&query=Amatai%20Accesorios&query_place_id=ChIJw9f4f4S1vJURmr5WSvGSiQ0,Sí,Sí,MEDIA
Stylo 79,Tienda de ropa,"Av. Juárez 49, Cuajimalpa de Morelos, Ciudad de México, Cd. de México","Cuajimalpa de Morelos, Ciudad de México",MX,+52 55 4554 9624,http://www.stylo79.com.mx/,,4.7,27,https://www.google.com/maps/search/?api=1&query=Stylo%2079&query_place_id=ChIJVX0iRC8H0oURr-d67NgkFqA,Sí,Sí,MEDIA
Exentrica Indumentaria,Tienda de ropa de mujer,"Exentrica Indumentaria, Av. Sta. Fe 2653 Piso 3 -Local 48, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 5110-1062,http://www.exentrica.com.ar/,,4.3,27,https://www.google.com/maps/search/?api=1&query=Exentrica%20Indumentaria&query_place_id=ChIJLQX9mtLKvJURZ788Hhv3S9g,Sí,Sí,MEDIA
Tulle,Tienda de ropa de mujer,"Av. Pueyrredón 1787, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 5056-4505,https://newtulle.mitiendanube.com/,,5,27,https://www.google.com/maps/search/?api=1&query=Tulle&query_place_id=ChIJTyqyKZrKvJURTLVvOE-FCKA,Sí,Sí,MEDIA
Dasha accesorios,Tienda de accesorios de moda,"Talcahuano 1097 5TO B, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 2371-4437,http://dasha.com.ar/,,4.6,27,https://www.google.com/maps/search/?api=1&query=Dasha%20accesorios&query_place_id=ChIJYagbOOLLvJURP8nJEVsEnx4,Sí,Sí,MEDIA
Hero´s Shop - T,Tienda de ropa infantil,"Avenida Hidalgo #52 San Antonio Tecomitl, Milpa Alta, Ciudad de México, CDMX","Milpa Alta, Ciudad de México",MX,+52 55 2851 9297,http://www.heroshopmx.com/,,4.7,25,https://www.google.com/maps/search/?api=1&query=Hero%C2%B4s%20Shop%20-%20T&query_place_id=ChIJcd8UdNEazoURYn5Wrkdszas,Sí,Sí,MEDIA
Rapsodia,Tienda de ropa de mujer,"Vasco de Quiroga 3800, Cuajimalpa de Morelos, Ciudad de México, Cd. de México","Cuajimalpa de Morelos, Ciudad de México",MX,+52 55 2167 8260,https://www.rapsodia.com.mx/localiza-tu-tienda,,4.6,25,https://www.google.com/maps/search/?api=1&query=Rapsodia&query_place_id=ChIJfd63GcwA0oURkHJaMoOWfno,Sí,Sí,MEDIA
Surtiemblemas Y Accesorios SAS,Tienda de repuestos para automóviles,"Cra. 37 #17b 14sur, Bogotá, Bogotá",Bogotá,CO,+57 320 3598856,https://surtiemblemas.com/,,4.9,25,https://www.google.com/maps/search/?api=1&query=Surtiemblemas%20Y%20Accesorios%20SAS&query_place_id=ChIJrWaF5B-ZP44R31kixyKlNu0,Sí,Sí,MEDIA
D'gu Vende Plata Sin Invertir,Joyería mayorista,"Av. Juárez 49-Local 105B, Cuajimalpa de Morelos, Ciudad de México, Cd. de México","Cuajimalpa de Morelos, Ciudad de México",MX,+52 55 9131 9569,http://www.vendeplata.com/,,4.3,24,https://www.google.com/maps/search/?api=1&query=D'gu%20Vende%20Plata%20Sin%20Invertir&query_place_id=ChIJZ7ZISi4H0oURwlJciiv9Hl0,Sí,Sí,MEDIA
Anastasia Kids moda infantil,Tienda de ropa infantil,"Cra. 9 #11-67, Bogotá, Cundinamarca",Bogotá,CO,+57 314 3951577,http://anastasiakids.co/,,4.6,22,https://www.google.com/maps/search/?api=1&query=Anastasia%20Kids%20moda%20infantil&query_place_id=ChIJU7mWFyiZP44RPuCZVvE2x8M,Sí,Sí,MEDIA
Artis Joyería,Tienda de bisutería,"Cl 72 #70d-36, Bogotá, Bogotá",Bogotá,CO,+57 302 4311400,http://www.artisjoyeria.com/,,5,21,https://www.google.com/maps/search/?api=1&query=Artis%20Joyer%C3%ADa&query_place_id=ChIJV_AzeKmbP44Rubo5PClxHFw,Sí,Sí,MEDIA
JARANA CALZADO - INDUMENTARIA - ACCESORIOS ®️,Tienda de ropa de mujer,"Austria, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 6114-6830,https://www.grupojarana.com.ar/,,5,17,https://www.google.com/maps/search/?api=1&query=JARANA%20CALZADO%20-%20INDUMENTARIA%20-%20ACCESORIOS%20%C2%AE%EF%B8%8F&query_place_id=ChIJ3baB8aWPE2wRFlsHP6VY1mM,Sí,Sí,MEDIA
Percanta Tango Shoes,Zapatería,"Suipacha 868 timbre 2, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,AR,+54 11 2884-6173,https://linktr.ee/percanta,,4.8,17,https://www.google.com/maps/search/?api=1&query=Percanta%20Tango%20Shoes&query_place_id=ChIJv9pRSJvLvJURZho1Nr4dvbo,Sí,Sí,MEDIA
JOYERIA WILLIAM,Joyería mayorista,"Cl. 140C #103F - 84, Bogotá, Cundinamarca",Bogotá,CO,+57 313 2442981,https://instagram.com/joyeria.ws/,,4.8,17,https://www.google.com/maps/search/?api=1&query=JOYERIA%20WILLIAM&query_place_id=ChIJgTY7V_SEP44RZpbxhlr2awo,Sí,Sí,MEDIA
KOE Artesanos,Tienda de ropa,"Londres 33, Cuauhtémoc, Ciudad de México, Cd. de México","Cuauhtémoc, Ciudad de México",MX,+52 55 2130 8276,https://koeartesanos.myshopify.com/,,5,15,https://www.google.com/maps/search/?api=1&query=KOE%20Artesanos&query_place_id=ChIJzd3Fp1P_0YUR0Iq-G1NEqT0,Sí,Sí,MEDIA
LyH mayorista de accesorios,Tienda de accesorios de moda,"Pasteur 384, AAG, Cdad. Autónoma de Buenos Aires",AAG,AR,+54 9 11 2860-9060,https://www.lyhaccesorios.com/,,4.9,15,https://www.google.com/maps/search/?api=1&query=LyH%20mayorista%20de%20accesorios&query_place_id=ChIJkX2fkOvKvJURlqdCtpOYPbQ,Sí,Sí,MEDIA
Dime,Tienda de ropa,"Av. Álvaro Obregón 185, Cuauhtémoc, Ciudad de México, Cd. de México","Cuauhtémoc, Ciudad de México",MX,+52 55 1647 7473,http://www.dimetienda.com/,,4.9,14,https://www.google.com/maps/search/?api=1&query=Dime&query_place_id=ChIJh_geDvr_0YURVWebCMq-808,Sí,Sí,MEDIA
